ticker,long_term_projected_earnings_growth
F00000Z0GN,8.055347852300262
F00000OWP8,7.406779767967507
0P00017OJC,10.23786892130905
F00000V5QN,11.290318237980685
0P0001GYAP,11.628886248438558
F00000OMKZ,13.004575216607952
0P00013ED7,12.639152498247048
F0GBR064T6,11.468768396992452
F00000QNNS,10.364403502088534
F00000PA6T,10.213271336804478
0P000163AY,4.944531810547563
F00000WC8A,8.395133434783734
F000010ML4,9.188663872627366
0P0000SIH9,10.301160344903503
F00000XSB3,7.301374183044366
F00000YP98,6.88926953317319
F00000PTMT,8.892640624082704
F0GBR04N67,10.615227903746987
F00000YRHV,8.468689202770978
0P0001342L,14.355447052920608
F00000XURE,10.785227217033373
0P00015DQH,9.607813864594435
F00000T8EN,11.009437541154805
F00000NAGD,18.46792348826309
F00000NJZ7,10.762061991970365
F0000020MP,11.071815783306885
0P000099PH,7.23176772681084
F0000009A6,9.680671777829396
F00000MSZA,6.868268751497874
F0GBR06FLW,5.754057396659191
F0GBR04VDB,10.17426004770817
F000011D48,6.407693009889051
F000013L9Y,29.40132698551086
F00000VU45,26.65011234152783
0P00002ACW,9.353095996856306
F00000POC2,8.470948327001054
F000014LQU,7.041827116130303
F00000OWJN,8.447372711345873
0P00000NA3,8.329793142154333
F0GBR04HV9,6.976556927199603
F0GBR04OHZ,7.361015941455868
F000003VYM,8.905657499279958
F000000I18,8.454379592945523
F0GBR059O4,9.529929560197088
F000002K89,8.524888083860754
F000000GME,13.183986057442024
F0GBR04V77,15.344033185214808
0P0000M3XC,8.93604418933789
F00000THA8,10.012760561266033
F00000OOOD,4.564834723324214
F00000Y8CQ,11.30974398780485
F00000PZHS,6.43394300314508
F00000Z36I,10.602594697475585
F000000RTP,8.034929783362122
0P0000IWF0,9.709213152810898
F00000PVHA,10.012257656133533
F0000028B2,10.802538582610074
F0GBR04BPF,7.3186135067134135
F0GBR06TVJ,5.072727461300088
0P0001C5SO,7.122368078538072
F00000W79Q,9.401577699951712
F0GBR05TYN,12.823985856978865
F0000003F5,9.83511918397986
F00000ZMPG,11.438858920131858
0P00013M7O,12.610972900923525
0P0001FTR6,9.184124522182682
F000011S15,10.660882742271129
F0GBR06OGW,6.195492340435534
F00000NNLJ,11.020128972277696
F0000102KF,14.798637979079245
0P000151IJ,10.986986448592704
F0000000XQ,9.390250207045174
F00000OYNL,5.167770774132429
0P000151JP,10.9941608982838
F00000OUI5,9.424049871418358
F00000UICJ,8.820753449408393
F0000124ZN,11.298980794276307
F00000204K,12.095486707638138
0P0000P76H,5.8490099130693896
0P0000MOC6,9.080220695591457
F0GBR04AEV,12.910879005184086
F00000VP6M,9.036176770453947
F0GBR058QQ,10.273412169426322
F00000Z11X,9.53087796490401
F00000OIPK,8.955291889207238
F00000Q3PJ,5.899897974037748
F00000YWMN,10.41227352214112
F00000TULR,10.618240274305858
F00000WMTD,18.01910341783306
F00000YZBD,10.390184353280885
F000011HJN,11.206251009902875
F0GBR04NMF,10.57962280641628
F000010L07,12.367954038729058
F00000YQI8,7.795307256477859
F00000M1HS,14.070429910814555
F0GBR04AXQ,6.533996842878484
F0GBR04AR7,9.521830937502124
0P0000M74U,6.988127587302766
F00000YCY2,13.661842134494671
F000014PD7,9.46367980776323
F00000YA33,10.071480358944289
0P000161EY,10.685616692540535
F000014XX3,9.694649144944863
F00000GUKU,11.688988813411614
0P00016T8R,9.12808850584451
F0GBR06I2C,10.738649954283893
F00000OST4,9.297628667839462
0P00014DQ7,8.909206987333457
F00000WYK2,9.501028339999943
F0GBR055SF,9.785939619490145
F0GBR04U3R,18.551093281407862
F00000YJZO,10.387023407421006
F00000LI6M,17.920023455894412
F0000024ST,9.609488523411898
F0000009GP,9.99155134275569
F0000025OZ,14.49063227751437
F00000OCZX,6.0835073935620185
